"STATION","DATE","PRCP","SNOW","TMAX","TSUN","WSFG"
"USW00014929","1930","21.50",,"59.0",,
"USW00014929","1931","18.84",,"62.7",,
"USW00014929","1932","19.61","33.6","57.0",,
"USW00014929","1933","12.65","36.8","59.8",,
"USW00014929","1934","14.91","24.2","60.4",,
"USW00014929","1935","24.12","70.7","56.1",,
"USW00014929","1936","13.81","76.9","55.6",,
"USW00014929","1937","25.37","95.6","54.3",,
"USW00014929","1938","16.82",,"58.7",,
"USW00014929","1939","22.48","29.0","58.8",,
"USW00014929","1940","16.16","20.5",,,
"USW00014929","1941","21.32","15.2","56.4",,
"USW00014929","1942","27.57","21.4","55.4",,
"USW00014929","1943","21.85","39.9","56.5",,
"USW00014929","1944","28.20","24.1","56.8",,
"USW00014929","1945","18.65","21.7","55.3",,
"USW00014929","1946","22.39","22.2","57.3",,
"USW00014929","1947","19.52","34.1","56.1",,
"USW00014929","1948","15.47","16.5","55.6",,
"USW00014929","1949","20.32","24.2","56.4",,
"USW00014929","1950","18.13","40.4","50.8",,
"USW00014929","1951","18.74","55.6","50.3",,
"USW00014929","1952","14.12","44.6","55.3",,
"USW00014929","1953","27.72","51.4","55.6",,
"USW00014929","1954","15.33","23.8","55.6",,
"USW00014929","1955","17.05","31.2","55.1",,
"USW00014929","1956","18.44","37.1","54.2",,
"USW00014929","1957","22.69","27.9","54.2",,
"USW00014929","1958","12.44","16.6","55.8",,
"USW00014929","1959","15.08","29.2","54.8",,
"USW00014929","1960","15.00","43.4","52.9",,
"USW00014929","1961","15.09","11.4","55.4",,
"USW00014929","1962","22.39","23.7","54.1",,
"USW00014929","1963","17.43","23.0","57.0",,
"USW00014929","1964","18.85","24.7","56.2",,
"USW00014929","1965","17.16","33.9","53.4",,
"USW00014929","1966","20.54","40.8","53.9",,
"USW00014929","1967","17.26","31.7","55.4",,
"USW00014929","1968","21.18","40.2","54.2",,
"USW00014929","1969","17.31","55.2","53.4",,
"USW00014929","1970","15.61","58.6","54.4",,
"USW00014929","1971","20.80","43.3","55.5",,
"USW00014929","1972","20.42","42.3","53.1",,
"USW00014929","1973","13.87","24.0","57.3",,
"USW00014929","1974","10.84","14.8","56.5",,
"USW00014929","1975","19.34","56.4","56.1",,
"USW00014929","1976","7.91","38.6","58.3",,"57.5"
"USW00014929","1977","23.86","59.4","55.3",,"57.5"
"USW00014929","1978","22.41","26.2","51.3",,"65.5"
"USW00014929","1979","18.41","45.8","51.3",,"56.4"
"USW00014929","1980","16.39","26.7","56.2",,"57.5"
"USW00014929","1981","17.25","16.5","59.2",,
"USW00014929","1982",,"35.8","53.2",,
"USW00014929","1983","21.11","24.3","54.4",,"68.9"
"USW00014929","1984","21.61","30.1","54.1",,"58.6"
"USW00014929","1985","18.80","55.3","52.8",,"59.7"
"USW00014929","1986","25.82","29.1","54.6",,"55.3"
"USW00014929","1987","12.75","23.9","60.3",,"63.3"
"USW00014929","1988","19.00",,"58.0",,"64.4"
"USW00014929","1989","18.58","33.7","53.9",,"58.6"
"USW00014929","1990","23.10","27.5","58.0",,"60.8"
"USW00014929","1991","23.11","30.6","57.5",,"52.8"
"USW00014929","1992","16.87","27.9","55.5",,"58.6"
"USW00014929","1993","28.19","63.1","52.9",,"59.7"
"USW00014929","1994","20.75","51.3","54.1",,
"USW00014929","1995","24.31","63.2","52.1",,
"USW00014929","1996","25.04","67.4","49.9",,
"USW00014929","1997","19.41","53.7","53.0",,
"USW00014929","1998","28.52","32.4","56.1","   141646",
"USW00014929","1999","22.30","18.9","57.2",,
"USW00014929","2000","27.24","60.0","55.1",,
"USW00014929","2001","22.67","47.5","54.7","   156683",
"USW00014929","2002","15.58","23.7","55.7","   119259",
"USW00014929","2003","21.30","30.5","55.4",,
"USW00014929","2004","21.81","17.9","55.4",,
"USW00014929","2005","18.72","29.1","57.1",,
"USW00014929","2006","15.96","17.5","58.4",,
"USW00014929","2007","28.26","47.3","54.9",,
"USW00014929","2008","24.52","46.6","53.8",,
"USW00014929","2009","24.32","52.4","52.3",,
"USW00014929","2010","27.24","48.7","54.4",,
"USW00014929","2011","23.33","53.5","54.1",,
"USW00014929","2012","14.67","31.0","59.8",,
"USW00014929","2013","21.96","64.5","52.1",,
"USW00014929","2014","17.83","26.1","52.6",,
"USW00014929","2015","21.21","26.6","58.8",,
"USW00014929","2016","20.61","27.6","59.6",,
"USW00014929","2017","15.26","28.5","57.3",,
"USW00014929","2018","17.96","58.0","55.1",,
"USW00014929","2019","30.39","97.4","51.2",,
"USW00014929","2020","15.24","29.0","58.0",,
"USW00014929","2021","19.28","25.7","60.4",,
"USW00014929","2022","21.14","37.4","56.1",,
"USW00014929","2023","25.32","61.0","57.4",,
"USW00014929","2024",,,,,
"USW00024021","1948","10.93","71.6","56.7",,
"USW00024021","1949","14.36","104.6",,,
"USW00024021","1950","15.49","85.3","57.4",,
"USW00024021","1951","14.07","74.3","56.0",,
"USW00024021","1952","12.44","68.1","58.5",,
"USW00024021","1953","13.10","117.2","59.8",,
"USW00024021","1954","6.42","69.0","61.2",,
"USW00024021","1955","13.07","111.5","57.3",,
"USW00024021","1956","10.35","85.5","58.6",,
"USW00024021","1957","21.92","90.2","56.3",,
"USW00024021","1958","14.46","94.0","58.8",,
"USW00024021","1959","12.56","150.5","57.1",,
"USW00024021","1960","9.10","78.7","58.0",,
"USW00024021","1961","13.26","111.9","56.7",,
"USW00024021","1962","12.03","53.2","58.3",,
"USW00024021","1963","12.84","97.6","58.9",,
"USW00024021","1964","12.82","89.8","57.2",,
"USW00024021","1965","13.99","100.7","57.3","   177486",
"USW00024021","1966","11.63","111.2","59.0","   190956",
"USW00024021","1967","19.01","154.6","56.5","   176994",
"USW00024021","1968","12.56","104.6","55.4","   187104",
"USW00024021","1969","12.35","94.2","58.6","   190608",
"USW00024021","1970","11.28","123.3","57.5","   188658",
"USW00024021","1971","19.01","148.5","56.2","   188658",
"USW00024021","1972","13.21","123.9","56.2","   171234",
"USW00024021","1973","19.34","200.0","53.6","   185790",
"USW00024021","1974","10.09","83.9","58.3","   189090",
"USW00024021","1975","14.04","160.7","55.9","   181530",
"USW00024021","1976","11.04","65.0","58.4","   195258","59.7"
"USW00024021","1977","12.24","105.6","59.1","   196284","62.2"
"USW00024021","1978","14.41","128.1","55.4","   168516","54.1"
"USW00024021","1979","11.53","123.5","56.4","   176676","74.7"
"USW00024021","1980","11.03","113.0","58.7","   164424","72.5"
"USW00024021","1981","10.41","47.2","60.8","   181614","60.8"
"USW00024021","1982","13.27","108.0","56.8","   167172","57.5"
"USW00024021","1983","15.85","159.7","56.1","   168558","66.7"
"USW00024021","1984","13.22","123.2","55.8","   204141",
"USW00024021","1985","10.70","100.9","56.4","   189125","65.5"
"USW00024021","1986","12.17","85.0","57.9","   179063","70.2"
"USW00024021","1987","15.05","120.3","58.3","   189563","64.4"
"USW00024021","1988","7.66","63.9","61.4","   192681","66.7"
"USW00024021","1989","15.54","62.6","58.2","   172804","86.3"
"USW00024021","1990","11.59","71.7","59.8","   166402","59.7"
"USW00024021","1991","14.73","106.7","58.1","   169705","63.3"
"USW00024021","1992","13.25","76.5","59.4","   145869","56.4"
"USW00024021","1993","16.56","91.0","53.7","   147156","60.8"
"USW00024021","1994","11.93","89.6","60.9","   160628","56.4"
"USW00024021","1995","19.69","105.6","57.9","   169858","68.9"
"USW00024021","1996","11.54",,"59.1",,
"USW00024021","1997","14.66",,"56.9",,
"USW00024021","1998","17.56",,"56.9",,
"USW00024021","1999","13.51","115.2","60.4",,
"USW00024021","2000","8.63","58.7","59.2",,
"USW00024021","2001","5.39","52.6","59.3",,
"USW00024021","2002","8.11","88.6","57.1",,
"USW00024021","2003","10.28","94.9","58.6",,
"USW00024021","2004","13.89","93.5","57.0",,
"USW00024021","2005","12.09","75.3","59.8",,
"USW00024021","2006","7.42","69.2","61.2",,
"USW00024021","2007","10.40","103.9","60.2",,
"USW00024021","2008","14.16","93.2","57.5",,
"USW00024021","2009","16.23","118.0","57.1",,
"USW00024021","2010","14.52","104.0","57.5",,
"USW00024021","2011","15.44","80.9","57.8",,
"USW00024021","2012","6.63","50.5","62.8",,
"USW00024021","2013","15.57","138.1","57.9",,
"USW00024021","2014",,,,,
"USW00024021","2015","15.17","71.9","59.9",,
"USW00024021","2016","21.33","70.6","59.8",,
"USW00024021","2017",,,,,
"USW00024021","2018","13.45","57.4","58.6",,
"USW00024021","2019","16.97","89.2","55.2",,
"USW00024021","2020","7.36","84.3","59.7",,
"USW00024021","2021","15.04","59.1","61.3",,
"USW00024021","2022","13.94","74.1","59.0",,
"USW00024021","2023","17.77","110.3","54.8",,
"USW00024021","2024",,,,,
"USW00023050","1932","9.82","12.1","68.5",,
"USW00023050","1933","11.41","2.5","69.7",,
"USW00023050","1934","7.00","3.1","72.5",,
"USW00023050","1935","11.07","5.0","69.3",,
"USW00023050","1936","5.23","9.4","70.8",,
"USW00023050","1937","9.42","10.9","70.1",,
"USW00023050","1938","7.56","2.9","70.4",,
"USW00023050","1939","8.47","5.0","70.1",,
"USW00023050","1940","13.40","13.5","69.3",,
"USW00023050","1941","15.91","5.8","67.7",,
"USW00023050","1942","8.30","12.2","69.9",,
"USW00023050","1943","7.63","5.0","70.8",,
"USW00023050","1944","9.57","9.0","67.9",,
"USW00023050","1945","6.35","7.6","69.9",,
"USW00023050","1946","8.31","20.5","70.4",,
"USW00023050","1947","5.26","11.1","70.1",,
"USW00023050","1948","6.47","10.3","69.5",,
"USW00023050","1949","8.46","17.8","69.5",,
"USW00023050","1950","4.11","0.0","73.0",,
"USW00023050","1951","5.39","10.0","70.5",,
"USW00023050","1952","8.12","5.6","69.9",,
"USW00023050","1953","5.09","15.0","71.0",,
"USW00023050","1954","4.54","4.3","72.8",,
"USW00023050","1955","6.53","5.2","69.8",,
"USW00023050","1956","4.07","7.4","72.0",,
"USW00023050","1957","10.63","4.4","69.3",,
"USW00023050","1958","10.14","26.5","70.4",,
"USW00023050","1959","10.14","21.7","69.6",,
"USW00023050","1960","8.13","8.0","69.6",,
"USW00023050","1961","8.88","9.8","68.6",,
"USW00023050","1962","5.41","5.2","70.0",,
"USW00023050","1963","7.48","5.9","71.0",,
"USW00023050","1964","7.46","10.3","67.8",,
"USW00023050","1965","9.32","8.1","69.4","   204114",
"USW00023050","1966","6.82","6.4","69.5","   217026",
"USW00023050","1967","8.05","6.0","70.2","   208566",
"USW00023050","1968","10.69","10.8","68.9","   206790",
"USW00023050","1969","10.59","8.4","70.2","   205452",
"USW00023050","1970","6.31","7.0","70.0","   202362","66.7"
"USW00023050","1971","8.07","12.6","69.1","   210936","64.4"
"USW00023050","1972","10.11","6.4","71.2","   205626",
"USW00023050","1973","10.93","34.4","68.7","   199626","62.2"
"USW00023050","1974","9.85","16.9","70.7","   197964","63.3"
"USW00023050","1975","8.03","14.7","68.8","   207390",
"USW00023050","1976","5.21","4.3","69.5","   209364","59.7"
"USW00023050","1977","7.92","14.7","70.7","   196932",
"USW00023050","1978","10.98","12.5","71.5","   196464","62.2"
"USW00023050","1979","10.37","14.5","71.9","   197598","62.2"
"USW00023050","1980","8.88","14.3","72.7","   206256","65.5"
"USW00023050","1981","7.68","4.0","72.9","   210768","62.2"
"USW00023050","1982","7.42","9.8","70.2","   203280","60.8"
"USW00023050","1983","7.80","14.2","70.3","   200742",
"USW00023050","1984","12.10","10.6","69.0","   204796","64.4"
"USW00023050","1985","10.75","7.2","69.0","   191781",
"USW00023050","1986","13.00","17.5","69.2","   189540","66.7"
"USW00023050","1987","8.36","15.0","68.9","   199113","71.4"
"USW00023050","1988","13.13","14.3","69.9","   200709",
"USW00023050","1989","5.00","12.2","72.0","   213586","63.3"
"USW00023050","1990","10.26","15.5","69.7","   202101","72.5"
"USW00023050","1991","11.61","7.9","70.1","   200775","77.0"
"USW00023050","1992","12.11","20.1","69.4","   196874","67.8"
"USW00023050","1993","9.04","7.3","71.3","   202193","66.7"
"USW00023050","1994","11.19","1.7","72.2","   195253","60.8"
"USW00023050","1995","5.69","9.8","72.5","   209573","59.7"
"USW00023050","1996","9.74",,"71.0","   208780",
"USW00023050","1997","12.39","18.7","68.1","   201306",
"USW00023050","1998","9.84","6.5","69.7","   209019",
"USW00023050","1999","8.30","3.4","70.3","   217843",
"USW00023050","2000","8.26","10.8","70.7","   212439",
"USW00023050","2001","6.52","4.4","70.6","   193214",
"USW00023050","2002","6.40",,"70.3",,
"USW00023050","2003","6.36","4.8","71.2",,
"USW00023050","2004","11.83","5.6","68.7",,
"USW00023050","2005","11.44","5.6","70.2",,
"USW00023050","2006","13.07","23.0","69.9",,
"USW00023050","2007","10.23","8.7","70.1",,
"USW00023050","2008","8.36","7.0","69.7",,
"USW00023050","2009","6.69","1.5","70.4",,
"USW00023050","2010","8.98","4.8","70.4",,
"USW00023050","2011","4.72","5.1","71.1",,
"USW00023050","2012","5.48","6.3","72.8",,
"USW00023050","2013","9.34","8.0","69.9",,
"USW00023050","2014","8.84","2.9","71.3",,
"USW00023050","2015","11.52","21.2","70.7",,
"USW00023050","2016","6.69","2.9","71.8",,
"USW00023050","2017","7.68","3.4","72.8",,
"USW00023050","2018","8.75","3.8","71.7",,
"USW00023050","2019","8.78","10.6","69.7",,
"USW00023050","2020","5.88","7.1","72.2",,
"USW00023050","2021","5.50","9.4","71.5",,
"USW00023050","2022","9.34","9.4","70.6",,
"USW00023050","2023","5.78","4.2","71.3",,
"USW00023050","2024",,,,,
"USW00014923","1943",,,,,
"USW00014923","1944","36.72","31.3","59.9",,
"USW00014923","1945","30.69","23.3","58.5",,
"USW00014923","1946","33.10","15.0","62.5",,
"USW00014923","1947","35.66","29.6","59.5",,
"USW00014923","1948","34.36","21.0","60.0",,
"USW00014923","1949","34.60","12.6","61.2",,
"USW00014923","1950","32.85","22.0","57.7",,
"USW00014923","1951","48.63","50.7","57.1",,
"USW00014923","1952","28.67","28.4","61.2",,
"USW00014923","1953","26.46","34.9","62.0",,
"USW00014923","1954","38.87","28.4","61.4",,
"USW00014923","1955","26.09","31.2","61.0",,
"USW00014923","1956","20.23","19.3","61.3",,
"USW00014923","1957","32.94","32.7","59.4",,
"USW00014923","1958","24.46","26.8","58.3",,
"USW00014923","1959","42.11","53.5","59.1",,
"USW00014923","1960","39.46","48.0","58.1",,
"USW00014923","1961","45.90","24.4","60.0",,
"USW00014923","1962","33.88","37.7","58.8",,
"USW00014923","1963","30.81","37.6","59.8",,
"USW00014923","1964","35.68","38.5","61.5",,
"USW00014923","1965","49.60","40.0","59.3","   147114",
"USW00014923","1966","37.70","14.9","59.2","   162444",
"USW00014923","1967","42.39","41.1","58.2","   137088",
"USW00014923","1968","31.86","24.0","59.6","   159408",
"USW00014923","1969","41.82","29.6","58.4","   149106",
"USW00014923","1970","51.73","36.7","59.2","   157296",
"USW00014923","1971","38.45","34.4","60.7","   161280",
"USW00014923","1972","46.69","63.3","57.8","   140466",
"USW00014923","1973","56.39","21.9","60.5","   141162","65.5"
"USW00014923","1974","46.85","48.1","59.3","   152676","67.8"
"USW00014923","1975","28.99","57.6","60.0","   138402","68.9"
"USW00014923","1976","25.00","21.1","60.1","   178296","79.4"
"USW00014923","1977","41.98","52.2","60.0","   126660","65.5"
"USW00014923","1978","31.29","48.4","57.6","   119658","67.8"
"USW00014923","1979","34.53","38.0","57.8","   134886","63.3"
"USW00014923","1980","36.54","42.4","59.4","   145260","65.5"
"USW00014923","1981","36.67","18.6","60.2","   148212","80.5"
"USW00014923","1982","44.06","38.2","58.6","   132954","66.7"
"USW00014923","1983","36.83","44.2","60.3","   129504","56.4"
"USW00014923","1984","39.41","34.8","60.2","   135549","68.9"
"USW00014923","1985","41.34","35.7","58.5","   141933","57.5"
"USW00014923","1986","40.48","14.6","60.6","   123568","58.6"
"USW00014923","1987","37.60","25.8","63.4","   146508","80.5"
"USW00014923","1988","25.78","23.1","62.1","   175735","62.2"
"USW00014923","1989","31.94","22.6","59.3","   147593","56.4"
"USW00014923","1990","50.43","24.2","62.0","   150338","58.6"
"USW00014923","1991","34.50","25.8","62.3","   145292","68.9"
"USW00014923","1992","39.99","18.1","60.2","   132837","57.5"
"USW00014923","1993","50.82","26.3","58.7","   141957","47.2"
"USW00014923","1994","32.15","36.2","61.0","   162797","49.4"
"USW00014923","1995","34.28","37.4","59.7",,
"USW00014923","1996","27.80","26.3","57.6",,
"USW00014923","1997","34.92","71.1","58.8",,
"USW00014923","1998","48.33","19.4","62.4",,
"USW00014923","1999","33.96","43.8","62.4",,
"USW00014923","2000","37.81","63.0","60.6",,
"USW00014923","2001","40.28","13.7","61.5",,
"USW00014923","2002","32.90","27.8","61.9",,
"USW00014923","2003","31.75","23.9","60.9",,
"USW00014923","2004","36.58","31.0","61.1",,
"USW00014923","2005","17.91","27.7","62.9",,
"USW00014923","2006","37.37","16.9","62.9",,
"USW00014923","2007","42.26","45.4","62.0",,
"USW00014923","2008","48.63","57.2","58.9",,
"USW00014923","2009","51.29","40.2","58.8",,
"USW00014923","2010","45.16","46.4","61.4",,
"USW00014923","2011","34.85","30.7","60.7",,
"USW00014923","2012","27.26","20.8","64.9",,
"USW00014923","2013","39.26","44.0","59.3",,
"USW00014923","2014","39.33","54.9","57.6",,
"USW00014923","2015","44.57","48.0","61.7",,
"USW00014923","2016","36.49","24.5","63.6",,
"USW00014923","2017","36.16","18.2","63.4",,
"USW00014923","2018","45.22","51.8","61.1",,
"USW00014923","2019","49.64","54.4","60.7",,
"USW00014923","2020","36.39","39.3","62.5",,
"USW00014923","2021","34.87","35.8","62.9",,
"USW00014923","2022","30.91","23.3","61.8",,
"USW00014923","2023","29.24","25.1","65.1",,
"USW00014923","2024",,,,,
"USW00024029","1948","20.16","61.9","59.1",,
"USW00024029","1949","15.99","68.2","59.0",,
"USW00024029","1950","14.55","91.9","56.9",,
"USW00024029","1951","14.84","72.0","56.0",,
"USW00024029","1952","14.94","53.9","60.2",,
"USW00024029","1953","14.36","78.4","62.0",,
"USW00024029","1954","13.22","89.2","61.3",,
"USW00024029","1955","23.85","157.9","57.1",,
"USW00024029","1956","15.44","65.4","59.4",,
"USW00024029","1957","19.19","73.0","57.5",,
"USW00024029","1958","14.46","67.2","59.2",,
"USW00024029","1959","10.38","50.8","57.0",,
"USW00024029","1960","8.27","45.2","59.1",,
"USW00024029","1961","14.69","44.2","58.8",,
"USW00024029","1962","13.82","35.7","58.0",,
"USW00024029","1963","18.11","72.4","60.4",,
"USW00024029","1964","15.65","69.1","57.5",,
"USW00024029","1965","11.39","61.5","58.2","   155556",
"USW00024029","1966","11.04","73.4","58.9","   171822",
"USW00024029","1967","18.26","111.9","57.4","   159228",
"USW00024029","1968","17.64","64.8","56.5","   164976",
"USW00024029","1969","11.56","53.4","56.5","   171906",
"USW00024029","1970","18.66","90.8","57.2","   171186",
"USW00024029","1971","15.83","77.4","57.8","   165522",
"USW00024029","1972","13.55","74.7","57.5","   151902",
"USW00024029","1973","15.16","101.5","58.2","   166662",
"USW00024029","1974","12.29","46.2","60.2","   169152",
"USW00024029","1975","17.34","101.7","56.1","   153102","62.2"
"USW00024029","1976","12.71","59.1","60.4","   172902","64.4"
"USW00024029","1977","17.52","105.3","58.6","   160518","59.7"
"USW00024029","1978","19.39","83.0","54.6","   151698","59.7"
"USW00024029","1979","12.29","72.0","56.9","   157044","58.6"
"USW00024029","1980","13.32","82.8","59.8","   177312",
"USW00024029","1981","15.05","31.5","62.9","   184218","57.5"
"USW00024029","1982","14.59","79.5","58.6","   160152","65.5"
"USW00024029","1983","10.01","64.1","61.7","   177348","65.5"
